code,label
"['@utils.prevent_exceptions(False)...\n' '""""""docstring""""""\n'
 ""VAR_33 = objreg.get('proxy-factory', None)\n"" 'if VAR_33 is not None:\n'
 'VAR_46 = VAR_33.get_error()\n' 'VAR_34 = VAR_22.url().scheme()\n'
 'if VAR_46 is not None:\n' 'if VAR_34 in self._scheme_handlers:\n'
 'return networkreply.ErrorNetworkReply(VAR_22, VAR_46, QNetworkReply.\n    UnknownProxyError, self)\n'
 'VAR_47 = self._scheme_handlers[VAR_34](VAR_22)\n'
 'for header, value in shared.custom_headers(VAR_18=req.url()):\n'
 'if VAR_47 is not None:\n' 'VAR_22.setRawHeader(header, value)\n'
 ""VAR_35 = objreg.get('host-blocker')\n"" 'VAR_47.setParent(self)\n'
 'if VAR_35.is_blocked(VAR_22.url()):\n' 'return VAR_47\n'
 ""log.webview.info('Request to {} blocked by host blocker.'.format(VAR_22.url\n    ().host()))\n""
 'VAR_23 = QUrl()\n'
 'return networkreply.ErrorNetworkReply(VAR_22, VAR_0, QNetworkReply.\n    ContentAccessDenied, self)\n'
 'if self._tab_id is not None:\n' 'assert self._win_id is not None\n'
 ""if 'log-requests' in self._args.debug_flags:\n""
 ""VAR_37 = objreg.get('tab', scope='tab', window=self._win_id, VAR_37=self.\n    _tab_id)\n""
 'VAR_23 = QUrl()\n'
 'VAR_48 = debug.qenum_key(QNetworkAccessManager, VAR_24)\n'
 'self.set_referer(VAR_22, VAR_23)\n' 'VAR_23 = VAR_37.url()\n'
 ""VAR_48 = VAR_48.replace('Operation', '').upper()\n""
 'return super().createRequest(VAR_24, VAR_22, VAR_25)\n'
 ""log.webview.debug('{} {}, first-party {}'.format(VAR_48, VAR_22.url().\n    toDisplayString(), VAR_23.toDisplayString()))\n""]",1
"['async def FUNC_5(self):...\n' ""if hasattr(self, 'resolved_ref'):\n""
 'return self.resolved_ref\n' 'self.sha1_validate(self.unresolved_ref)\n'
 ""VAR_64 = ['git', 'ls-remote', self.repo, self.unresolved_ref]\n""
 'self.resolved_ref = self.unresolved_ref\n' 'return self.resolved_ref\n'
 'VAR_65 = subprocess.run(VAR_64, universal_newlines=True, stdout=subprocess.\n    PIPE, stderr=subprocess.PIPE)\n'
 'if VAR_65.returncode:\n' 'if not VAR_65.stdout:\n' 'return None\n'
 'VAR_66 = VAR_65.stdout.split(None, 1)[0]\n'
 'self.sha1_validate(VAR_66)\n' 'self.resolved_ref = VAR_66\n']",1
"['def FUNC_0(self, VAR_3, **VAR_4):...\n'
 ""VAR_5 = VAR_3.get('user_consent')\n""
 ""self.terms_template = self.read_templates(['terms.html'], autoescape=True)[0]\n""
 'if VAR_5 is None:\n' 'return\n'
 ""self.user_consent_version = str(VAR_5['version'])\n""
 ""self.user_consent_template_dir = self.abspath(VAR_5['template_dir'])\n""
 'if not path.isdir(self.user_consent_template_dir):\n'
 ""self.user_consent_server_notice_content = VAR_5.get('server_notice_content')\n""
 ""self.block_events_without_consent_error = VAR_5.get('block_events_error')\n""
 ""self.user_consent_server_notice_to_guests = bool(VAR_5.get(\n    'send_server_notice_to_guests', False))\n""
 ""self.user_consent_at_registration = bool(VAR_5.get(\n    'require_at_registration', False))\n""
 ""self.user_consent_policy_name = VAR_5.get('policy_name', 'Privacy Policy')\n""]",1
"['import pytest\n' 'from werkzeug.routing import BuildError\n'
 'from flask_unchained.bundles.controller import Controller, Resource\n'
 'from flask_unchained.bundles.controller.utils import controller_name, get_param_tuples, join, method_name_to_url, url_for, _validate_redirect_url\n'
 'from py_meta_utils import deep_getattr\n' 'def FUNC_0():...\n'
 ""VAR_0 = {'a': 'clsdict'}\n"" ""VAR_4 = 'first'\n"" ""VAR_5 = 'first'\n""
 ""VAR_5 = 'second'\n"" ""VAR_6 = 'second'\n"" 'VAR_1 = CLASS_6, CLASS_7\n'
 ""assert deep_getattr(VAR_0, VAR_1, 'a') == 'clsdict'\n""
 ""assert deep_getattr(VAR_0, VAR_1, 'b') == 'first'\n""
 ""assert deep_getattr(VAR_0, VAR_1, 'c') == 'second'\n""
 ""deep_getattr(VAR_0, VAR_1, 'd')\n""
 ""assert deep_getattr(VAR_0, VAR_1, 'a', 'default') == 'clsdict'\n""
 ""assert deep_getattr(VAR_0, VAR_1, 'b', 'default') == 'first'\n""
 ""assert deep_getattr(VAR_0, VAR_1, 'c', 'default') == 'second'\n""
 ""assert deep_getattr(VAR_0, VAR_1, 'd', 'default') == 'default'\n""
 'def FUNC_1(self):...\n' ""assert controller_name(CLASS_8) == 'user'\n""
 'def FUNC_2(self):...\n' ""assert controller_name(CLASS_9) == 'api'\n""
 'def FUNC_3(self):...\n' ""assert controller_name(CLASS_10) == 'some'\n""
 'def FUNC_4(self):...\n'
 ""assert controller_name(CLASS_11) == 'more_than_one_word'\n""
 'def FUNC_5(self):...\n' ""assert controller_name(CLASS_12) == 'user'\n""
 'def FUNC_6(self):...\n' ""assert controller_name(CLASS_13) == 'role'\n""
 'def FUNC_7(self):...\n'
 ""assert controller_name(CLASS_14) == 'role_view_controller'\n""
 'def FUNC_8(self):...\n'
 ""assert controller_name(CLASS_15) == 'some_ctrl'\n""
 'def FUNC_9(self):...\n'
 ""assert get_param_tuples('<int:id>') == [('int', 'id')]\n""
 'def FUNC_10(self):...\n' 'assert get_param_tuples(None) == []\n'
 'def FUNC_11(self):...\n'
 ""VAR_7 = '/users/<int:user_id>/roles/<string:slug>'\n""
 ""assert get_param_tuples(VAR_7) == [('int', 'user_id'), ('string', 'slug')]\n""
 'def FUNC_12(self):...\n' ""assert url_for('/foobar') == '/foobar'\n""
 'def FUNC_13(self):...\n' 'assert url_for(None) is None\n'
 'def FUNC_14(self, VAR_2):...\n'
 ""VAR_2.config.from_mapping({'MY_KEY': '/my-key'})\n""
 ""assert url_for('MY_KEY') == '/my-key'\n""
 'def FUNC_15(self, VAR_2):...\n'
 ""VAR_2.config.from_mapping({'MY_KEY': 'some.endpoint'})\n""
 ""assert url_for('MY_KEY')\n""
 ""VAR_2.add_url_rule('/some-endpoint', endpoint='some.endpoint')\n""
 ""assert url_for('MY_KEY') == '/some-endpoint'\n""
 'def FUNC_16(self, VAR_2):...\n' ""assert url_for('some.endpoint')\n""
 ""VAR_2.add_url_rule('/some-endpoint', endpoint='some.endpoint')\n""
 ""assert url_for('some.endpoint') == '/some-endpoint'\n""
 'def FUNC_17(self, VAR_2):...\n' 'def FUNC_29(self):...\n'
 ""VAR_2.add_url_rule('/about-us', endpoint='site_controller.about_us')\n""
 ""assert url_for('about_us', _cls=SiteController) == '/about-us'\n""
 'def FUNC_18(self, VAR_2):...\n' 'def FUNC_30(self, VAR_8):...\n'
 ""VAR_2.add_url_rule('/sites/<int:id>', endpoint='site_resource.get')\n""
 ""assert url_for('get', VAR_8=1, _cls=SiteResource) == '/sites/1'\n""
 ""VAR_2.add_url_rule('/foo/<string:slug>', endpoint='some.endpoint')\n""
 ""assert url_for('some.endpoint', slug='hi') == '/foo/hi'\n""
 'def FUNC_19(self, VAR_2):...\n' 'def FUNC_30(self, VAR_8):...\n'
 ""VAR_2.add_url_rule('/sites/<int:id>', endpoint='site_resource.get')\n""
 ""url_for('delete', VAR_8=1, _cls=SiteResource)\n""
 'def FUNC_13(self):...\n' ""assert join(None) == '/'\n""
 ""assert join(None, None, '', 0) == '/'\n"" 'def FUNC_20(self):...\n'
 ""assert join('/', 'foo', None, 'bar', '', 'baz') == '/foo/bar/baz'\n""
 'def FUNC_21(self):...\n'
 ""assert join('/', '/foo', '/', '/bar') == '/foo/bar'\n""
 'def FUNC_22(self):...\n' ""assert join('/', '/') == '/'\n""
 ""assert join(None, '/') == '/'\n"" ""assert join('/', None) == '/'\n""
 'def FUNC_23(self):...\n' ""assert join('/foo/bar/') == '/foo/bar'\n""
 ""assert join('/foo/bar/', None) == '/foo/bar'\n""
 ""assert join('/foo/bar/', '/') == '/foo/bar'\n""
 ""assert join('/foo', 'bar/') == '/foo/bar'\n"" 'def FUNC_24(self):...\n'
 ""assert join('/', trailing_slash=True) == '/'\n""
 ""assert join('/foo', 'baz', None, trailing_slash=True) == '/foo/baz/'\n""
 ""assert join('/foo', 'baz/', trailing_slash=True) == '/foo/baz/'\n""
 'def FUNC_9(self):...\n'
 ""assert method_name_to_url('fooBar') == '/foo-bar'\n""
 ""assert method_name_to_url('foo_bar') == '/foo-bar'\n""
 ""assert method_name_to_url('fooBar_baz') == '/foo-bar-baz'\n""
 ""assert method_name_to_url('_FooBar_baz-booFoo_') == '/foo-bar-baz-boo-foo'\n""
 'def FUNC_25(self):...\n'
 'assert _validate_redirect_url(None) is False\n'
 ""assert _validate_redirect_url(' ') is False\n""
 'def FUNC_26(self, VAR_2, VAR_3):...\n'
 ""VAR_3.setattr('flask.request.host_url', 'http://example.com')\n""
 ""assert _validate_redirect_url('http://fail.com') is False\n""
 'VAR_3.undo()\n'
 ""@pytest.mark.options(EXTERNAL_SERVER_NAME='works.com')...\n""
 ""VAR_3.setattr('flask.request.host_url', 'http://example.com')\n""
 ""assert _validate_redirect_url('http://works.com') is True\n""
 'VAR_3.undo()\n' 'def FUNC_28(self, VAR_2, VAR_3):...\n'
 ""VAR_3.setattr('flask.request.host_url', 'http://example.com')\n""
 ""VAR_9 = _validate_redirect_url('http://works.com', _external_host='works.com')\n""
 'assert VAR_9 is True\n' 'VAR_3.undo()\n']",1
"['def FUNC_10(self):...\n' '""""""docstring""""""\n'
 'VAR_16 = """"""Dear user, \n this is a message \n from,\nsomeone""""""\n'
 'self.assertEqual(format_value(VAR_16),\n    """"""<pre>Dear user, \n this is a message \n from,\nsomeone</pre>"""""")\n']",0
"[""def FUNC_1(VAR_0, VAR_3='djangojs'):...\n""
 'from shuup.utils.i18n import javascript_catalog_all\n'
 'return javascript_catalog_all(VAR_0, VAR_3)\n']",0
"['from setuptools import setup\n'
 ""setup(name='security_monkey', version='0.8.0', long_description=__doc__,\n    packages=['security_monkey'], include_package_data=True, zip_safe=False,\n    install_requires=['APScheduler==2.1.2', 'Flask==0.10.1',\n    'Flask-Login==0.2.10', 'Flask-Mail==0.9.0', 'Flask-Migrate==1.3.1',\n    'Flask-Principal==0.4.0', 'Flask-RESTful==0.3.3',\n    'Flask-SQLAlchemy==1.0', 'Flask-Script==0.6.3', 'Flask-Security==1.7.4',\n    'Flask-WTF==0.9.5', 'Jinja2==2.8', 'SQLAlchemy==0.9.2', 'boto>=2.41.0',\n    'ipaddr==2.1.11', 'itsdangerous==0.23', 'psycopg2==2.5.2',\n    'bcrypt==2.0.0', 'Sphinx==1.2.2', 'gunicorn==18.0',\n    'cryptography==1.3.2', 'boto3>=1.4.2', 'botocore>=1.4.81',\n    'dpath==1.3.2', 'pyyaml==3.11', 'jira==0.32', 'cloudaux>=1.0.6',\n    'joblib>=0.9.4', 'pyjwt>=1.01'], extras_require={'onelogin': [\n    'python-saml>=2.2.0'], 'tests': ['nose==1.3.0', 'mock==1.0.1',\n    'moto==0.4.30', 'freezegun>=0.3.7']})\n""]",1
"['def FUNC_8(self, VAR_20, VAR_13, VAR_21=None, VAR_22=None, **VAR_7):...\n'
 '""""""docstring""""""\n' 'VAR_17 = VAR_13\n'
 'VAR_106 = VAR_17.get_target_plurals()\n'
 'VAR_59 = VAR_17.translation.language\n'
 'VAR_107 = VAR_17.translation.plural\n'
 ""VAR_108 = self.attrs['tabindex']\n""
 'VAR_109 = [hl[2] for hl in highlight_string(VAR_17.source_string, VAR_17)]\n'
 ""VAR_21['class'] = 'translation-editor form-control highlight-editor'\n""
 ""VAR_21['tabindex'] = VAR_108\n"" ""VAR_21['lang'] = VAR_59.code\n""
 ""VAR_21['dir'] = VAR_59.direction\n"" ""VAR_21['rows'] = 3\n""
 ""VAR_21['data-max'] = VAR_17.get_max_length()\n""
 ""VAR_21['data-mode'] = VAR_17.edit_mode\n""
 ""VAR_21['data-placeables'] = '|'.join(re.escape(pl) for pl in VAR_109 if pl)\n""
 'if VAR_17.readonly:\n' ""VAR_21['readonly'] = 1\n"" 'VAR_110 = []\n'
 'VAR_111 = VAR_17.get_source_plurals()\n'
 ""VAR_112 = f'id_{VAR_17.checksum}'\n""
 'for VAR_18, val in enumerate(VAR_106):\n'
 ""VAR_15 = f'{VAR_20}_{VAR_18}'\n"" 'if len(VAR_106) > 1:\n'
 ""VAR_132 = f'{VAR_112}_{VAR_18}'\n""
 ""VAR_110.append(render_to_string('snippets/plural-formula.html', {'plural':\n    VAR_107, 'user': self.profile.user}))\n""
 ""return mark_safe(''.join(VAR_110))\n"" ""VAR_21['id'] = VAR_132\n""
 ""VAR_21['tabindex'] = VAR_108 + VAR_18\n""
 'if VAR_18 and len(VAR_111) > 1:\n' 'VAR_19 = VAR_111[1]\n'
 'VAR_19 = VAR_111[0]\n'
 'VAR_133 = super().render(VAR_15, val, VAR_21, VAR_22, **kwargs)\n'
 'VAR_134 = str(VAR_17.translation.language)\n' 'if len(VAR_106) != 1:\n'
 ""VAR_134 = f'{VAR_134}, {VAR_107.get_plural_label(VAR_18)}'\n""
 ""VAR_110.append(render_to_string('snippets/editor.html', {'toolbar': self.\n    get_toolbar(VAR_59, VAR_132, VAR_17, VAR_18, VAR_19), 'fieldid':\n    VAR_132, 'label': mark_safe(VAR_134), 'textarea': VAR_133, 'max_length':\n    VAR_21['data-max'], 'length': len(val), 'source_length': len(VAR_19),\n    'rtl_toggle': self.get_rtl_toggle(VAR_59, VAR_132)}))\n""]",1
"['def FUNC_63(self):...\n' '""""""docstring""""""\n' 'return self.s\n']",0
"['def __init__(self, VAR_8):...\n' 'super().__init__(VAR_8)\n'
 'self.clock = VAR_8.get_clock()\n'
 'self.client = VAR_8.get_http_client()\n'
 'self.key_servers = self.config.key_servers\n']",1
"['def __init__(self, VAR_100=None, VAR_186=False):...\n'
 'self.check_args = VAR_186\n' 'self.run_procedures = {}\n'
 'self.csv_procedures = {}\n' 'self.xml_procedures = {}\n'
 'self.rss_procedures = {}\n' 'self.json_procedures = {}\n'
 'self.jsonrpc_procedures = {}\n' 'self.jsonrpc2_procedures = {}\n'
 'self.xmlrpc_procedures = {}\n' 'self.amfrpc_procedures = {}\n'
 'self.amfrpc3_procedures = {}\n' 'self.soap_procedures = {}\n']",0
"['async def FUNC_76(*VAR_20, **VAR_21):...\n' 'return None\n']",0
"['def FUNC_57(self):...\n' '""""""docstring""""""\n' 'self.login()\n'
 ""VAR_3 = self.client.get('/logout/next_page/')\n""
 'self.assertEqual(VAR_3.status_code, 302)\n'
 ""self.assertURLEqual(VAR_3.url, '/somewhere/')\n""
 'self.confirm_logged_out()\n']",0
"['def FUNC_10(VAR_19):...\n' ""return ' '.join(map(pipes.quote, VAR_19))\n""]",0
"['import logging\n'
 'from django.template.response import TemplateResponse\n'
 'from django.utils.safestring import mark_safe\n' 'import orjson\n'
 'from bs4 import BeautifulSoup\n' 'from bs4.element import Tag\n'
 'from bs4.formatter import HTMLFormatter\n'
 'from django_unicorn.utils import sanitize_html\n'
 'from ..decorators import timed\n'
 'from ..utils import generate_checksum\n'
 'VAR_0 = logging.getLogger(__name__)\n'
 '""""""\n    Prevent beautifulsoup from re-ordering attributes.\n    """"""\n'
 'def FUNC_1(self, VAR_2: Tag):...\n' 'for k, v in VAR_2.attrs.items():\n'
 'yield k, v\n'
 'def __init__(self, VAR_3, VAR_4, VAR_5=None, VAR_6=None, VAR_7=None, VAR_8=...\n'
 'super().__init__(VAR_3=template, VAR_4=request, VAR_5=context, VAR_6=\n    content_type, VAR_7=status, VAR_8=charset, VAR_9=using)\n'
 'self.component = VAR_10\n' 'self.init_js = VAR_11\n' '@timed...\n'
 'VAR_13 = super().render()\n'
 'if not self.component or not self.component.component_id:\n'
 'return VAR_13\n' ""VAR_14 = VAR_13.content.decode('utf-8')\n""
 'VAR_15 = self.component.get_frontend_context_variables()\n'
 'VAR_16 = orjson.loads(VAR_15)\n'
 'VAR_17 = generate_checksum(orjson.dumps(VAR_16))\n'
 ""VAR_1 = BeautifulSoup(VAR_14, features='html.parser')\n""
 'VAR_18 = FUNC_0(VAR_1)\n'
 ""VAR_18['unicorn:id'] = self.component.component_id\n""
 ""VAR_18['unicorn:name'] = self.component.component_name\n""
 ""VAR_18['unicorn:key'] = self.component.component_key\n""
 ""VAR_18['unicorn:checksum'] = VAR_17\n""
 'VAR_19 = generate_checksum(CLASS_1._desoupify(VAR_1))\n'
 'if self.init_js:\n'
 ""VAR_21 = {'id': self.component.component_id, 'name': self.component.\n    component_name, 'key': self.component.component_key, 'data': orjson.\n    loads(VAR_15), 'calls': self.component.calls, 'hash': VAR_19}\n""
 'VAR_20 = CLASS_1._desoupify(VAR_1)\n'
 ""VAR_21 = orjson.dumps(VAR_21).decode('utf-8')\n""
 'VAR_20 = mark_safe(VAR_20)\n'
 ""VAR_22 = f'unicorn:data:{self.component.component_id}'\n""
 'self.component.rendered(VAR_20)\n'
 'VAR_23 = (\n    f""Unicorn.componentInit(JSON.parse(document.getElementById(\'{VAR_22}\').textContent));""\n    )\n'
 'VAR_13.content = VAR_20\n' ""VAR_24 = VAR_1.new_tag('script')\n""
 'return VAR_13\n' ""VAR_24['type'] = 'application/json'\n""
 ""VAR_24['id'] = VAR_22\n"" 'VAR_24.string = sanitize_html(VAR_21)\n'
 'if self.component.parent:\n' 'self.component._init_script = VAR_23\n'
 'VAR_25 = []\n' 'self.component._json_tag = VAR_24\n'
 'VAR_25.append(VAR_24)\n' 'for child in self.component.children:\n'
 ""VAR_23 = f'{VAR_23} {child._init_script}'\n""
 ""VAR_26 = VAR_1.new_tag('script')\n"" 'VAR_25.append(child._json_tag)\n'
 ""VAR_26['type'] = 'module'\n"" ""VAR_26.string = f'string{VAR_23} }}'\n""
 'VAR_18.insert_after(VAR_26)\n' 'for t in VAR_25:\n'
 'VAR_18.insert_after(t)\n']",1
"['def FUNC_2(self):...\n'
 'VAR_4 = generate_credits(None, timezone.now() - timedelta(days=1), timezone\n    .now() + timedelta(days=1), translation__component=self.component)\n'
 'self.assertEqual(VAR_4, [])\n']",0
"['@VAR_0.user_loader...\n' 'VAR_12 = FUNC_7(VAR_8)\n' 'if VAR_12:\n'
 'return VAR_12\n' 'VAR_13 = current_org._get_current_object()\n'
 ""VAR_20, VAR_26 = VAR_7.split('-')\n"" 'return None\n'
 'VAR_12 = models.User.get_by_id_and_org(VAR_20, VAR_13)\n'
 'if VAR_12.is_disabled or VAR_12.get_id() != VAR_7:\n' 'return None\n'
 'return VAR_12\n']",0
"[""__version__ = '4.6.4'\n"" 'def FUNC_0():...\n' '""""""docstring""""""\n'
 'import os\n' 'VAR_0 = __path__[0]\n'
 ""VAR_1 = os.path.join(VAR_0, 'includes')\n"" 'VAR_2 = [VAR_1, VAR_0]\n'
 'for name in os.listdir(VAR_1):\n' 'VAR_3 = os.path.join(VAR_1, name)\n'
 'return VAR_2\n' 'if os.path.isdir(VAR_3):\n' 'VAR_2.append(VAR_3)\n']",1
"['def FUNC_13(VAR_30):...\n' 'VAR_33 = VAR_30.group(1)\n'
 ""if VAR_33.startswith('0x'):\n"" 'VAR_36 = int(VAR_33, 16)\n'
 ""if VAR_33.startswith('0') and '.' not in VAR_33:\n""
 'VAR_13 = complex(VAR_36)\n' 'VAR_36 = float(VAR_33)\n'
 'VAR_36 = int(VAR_33, 8)\n' 'VAR_36 = int(VAR_33)\n'
 'if VAR_13.imag == 0:\n' 'VAR_13 = VAR_13.real\n' 'return str(VAR_13)\n'
 ""return '%.16f' % VAR_13\n""]",1
"['async def FUNC_2(self, VAR_10: str, VAR_11: str, VAR_12: str, VAR_13: bool=...\n'
 '""""""docstring""""""\n'
 'VAR_57, VAR_58 = await self.federation_client.get_room_state_ids(VAR_10,\n    VAR_11, VAR_12=event_id)\n'
 'VAR_59 = set(VAR_57 + VAR_58)\n' 'if VAR_13:\n' 'VAR_59.add(VAR_12)\n'
 'VAR_60 = await self._get_events_from_store_or_dest(VAR_10, VAR_11, VAR_59)\n'
 'VAR_61 = VAR_59 - VAR_60.keys()\n' 'if VAR_61:\n'
 ""VAR_0.warning('Failed to fetch missing state/auth events for %s %s', VAR_12,\n    VAR_61)\n""
 'VAR_62 = [VAR_60[VAR_160] for VAR_160 in VAR_57 if VAR_160 in VAR_60]\n'
 'if VAR_13:\n' 'VAR_154 = VAR_60.get(VAR_12)\n'
 'VAR_63 = [VAR_60[VAR_160] for VAR_160 in VAR_58 if VAR_160 in VAR_60]\n'
 'if not VAR_154:\n' 'VAR_63.sort(VAR_144=lambda e: e.depth)\n'
 'if VAR_154.is_state() and VAR_154.rejected_reason is None:\n'
 'return VAR_62, VAR_63\n' 'VAR_62.append(VAR_154)\n']",0
"['def FUNC_15(VAR_13):...\n'
 'VAR_1.query(CLASS_14).filter(VAR_13 == CLASS_14.book_id).delete()\n'
 'VAR_1.commit()\n' 'VAR_1.rollback()\n']",0
"['def __init__(self, VAR_59, VAR_43=None, **VAR_20):...\n'
 'self.renderer = VAR_59\n' 'self.links = {}\n' 'self.footnotes = {}\n'
 'self.footnote_index = 0\n' 'if not VAR_43:\n'
 'VAR_43 = self.grammar_class()\n'
 'VAR_20.update(self.renderer.options)\n' ""if VAR_20.get('hard_wrap'):\n""
 'VAR_43.hard_wrap()\n' 'self.rules = VAR_43\n' 'self._in_link = False\n'
 'self._in_footnote = False\n'
 ""self._parse_inline_html = VAR_20.get('parse_inline_html')\n""]",0
"['def FUNC_22(VAR_20):...\n' '""""""docstring""""""\n'
 ""VAR_46 = VAR_20.checkpoint_path or os.path.join(VAR_20.dir,\n    'variables/variables')\n""
 'if not VAR_20.variables_to_feed:\n' 'VAR_75 = []\n'
 ""if VAR_20.variables_to_feed.lower() == 'all':\n""
 ""saved_model_aot_compile.aot_compile_cpu_meta_graph_def(VAR_46=\n    checkpoint_path, VAR_4=saved_model_utils.get_meta_graph_def(args.dir,\n    args.tag_set), VAR_5=args.signature_def_key, VAR_75=variables_to_feed,\n    output_prefix=args.output_prefix, target_triple=args.target_triple,\n    target_cpu=args.target_cpu, cpp_class=args.cpp_class, multithreading=\n    args.multithreading.lower() not in ('f', 'false', '0'))\n""
 'VAR_75 = None\n' ""VAR_75 = VAR_20.variables_to_feed.split(',')\n""]",0
"[""def __init__(self, VAR_63, VAR_64, VAR_65='HS256', VAR_66=True, VAR_67=30,...\n""
 'self.secret_key = VAR_64\n' 'self.auth = VAR_63\n'
 'self.algorithm = VAR_65\n'
 ""if self.algorithm not in ('HS256', 'HS384', 'HS512'):\n""
 'self.verify_expiration = VAR_66\n' 'self.leeway = VAR_67\n'
 'self.expiration = VAR_68\n' 'self.allow_refresh = VAR_69\n'
 'self.refresh_expiration_delta = VAR_70\n'
 'self.header_prefix = VAR_71\n' 'self.jwt_add_header = VAR_72 or {}\n'
 ""VAR_233 = {'alg': self.algorithm, 'typ': 'JWT'}\n""
 'for VAR_346, v in iteritems(self.jwt_add_header):\n'
 'VAR_233[VAR_346] = v\n'
 'self.cached_b64h = self.jwt_b64e(FUNC_98.dumps(VAR_233))\n'
 ""VAR_234 = {'HS256': hashlib.sha256, 'HS384': hashlib.sha384, 'HS512':\n    hashlib.sha512}\n""
 'self.digestmod = VAR_234[VAR_65]\n' 'self.user_param = VAR_73\n'
 'self.pass_param = VAR_74\n' 'self.realm = VAR_75\n'
 'self.salt = VAR_76\n' 'self.additional_payload = VAR_77\n'
 'self.before_authorization = VAR_78\n'
 'self.max_header_length = VAR_79\n' 'self.recvd_token = None\n']",0
"['def FUNC_13(self):...\n' ""if self.report_type == 'Script Report':\n""
 ""make_boilerplate('controller.py', self, {'name': self.name})\n""
 ""make_boilerplate('controller.js', self, {'name': self.name})\n""]",0
"['def FUNC_4(VAR_0: str) ->str:...\n'
 'return stringcase.spinalcase(FUNC_1(FUNC_0(VAR_0)))\n']",1
"['def FUNC_42(self, VAR_21, VAR_22):...\n'
 'if not self.view_settings.get(VAR_21):\n' 'return None\n'
 'return self.view_settings[VAR_21].get(VAR_22)\n']",0
"['def FUNC_7(self, VAR_11) ->str:...\n' 'return VAR_11.getClientIP()\n']",0
"['import os\n' 'import shutil\n' 'import subprocess\n' 'import sys\n'
 'import tempfile\n' 'import traceback\n' 'from pathlib import Path\n'
 'from typing import List\n' 'from flask import Response, request\n'
 'from werkzeug.utils import secure_filename\n'
 'from archivy import click_web\n' 'from .input_fields import FieldId\n'
 'VAR_0 = None\n' 'def FUNC_0(VAR_1):...\n' '""""""docstring""""""\n'
 ""VAR_1 = 'cli/' + VAR_1\n"" 'VAR_0 = click_web.logger\n'
 ""VAR_6 = ['shell', 'run', 'routes', 'create-admin']\n""
 ""VAR_7, *VAR_4 = VAR_1.split('/')\n"" ""VAR_3 = ['archivy']\n""
 'VAR_2 = CLASS_0()\n' 'VAR_3.extend(VAR_2.command_args(0))\n'
 'for i, command in enumerate(VAR_4):\n' 'if command in VAR_6:\n'
 'def FUNC_5():...\n' 'return Response(status=400)\n'
 'VAR_3.append(command)\n' 'yield FUNC_2(VAR_4)\n'
 'VAR_3.extend(VAR_2.command_args(i + 1))\n'
 'yield from FUNC_1(VAR_2, VAR_3)\n'
 'yield f""""""\nERROR: Got exception when reading output from script: {type(e)}\n""""""\n'
 ""return Response(FUNC_5(), mimetype='text/plain')\n""
 'yield traceback.format_exc()\n']",0
"['def __init__(self, VAR_5, VAR_4, *VAR_6, **VAR_7):...\n'
 'super().__init__(*VAR_6, **kwargs)\n' 'self.translation = VAR_5\n'
 ""self.fields['variant'].queryset = VAR_5.unit_set.all()\n""
 'self.user = VAR_4\n']",0
"['def __post_init__(self) ->None:...\n' 'super().__post_init__()\n'
 'if self.default is not None:\n'
 ""self.default = (\n    f'field(default_factory=lambda: cast({self.get_type_string()}, {self.default}))'\n    )\n""]",1
"[""@VAR_7.route('/id/<path:object_path>')...\n""
 ""VAR_28 = Headers([('Content-Type', 'text/xml')])\n""
 ""return Response(FUNC_7(VAR_19=object_path), '200 OK', VAR_28=headers)\n""]",0
"['def FUNC_30(self):...\n'
 ""VAR_22 = models.Band.objects.create(name='Linkin Park')\n""
 ""VAR_36 = models.Member.objects.create(name='Chester')\n""
 ""VAR_37 = models.Member.objects.create(name='Mike')\n""
 'VAR_22.members.add(VAR_36, VAR_37)\n'
 ""VAR_29 = models.Band._meta.get_field('members').rel\n""
 'VAR_27 = widgets.ManyToManyRawIdWidget(VAR_29, widget_admin_site)\n'
 ""self.assertHTMLEqual(conditional_escape(VAR_27.render('test', [VAR_36.pk,\n    VAR_37.pk], attrs={})), 'string' % dict(VAR_0(), m1pk=m1.pk, m2pk=m2.pk))\n""
 ""self.assertHTMLEqual(conditional_escape(VAR_27.render('test', [VAR_36.pk])),\n    'string' % dict(VAR_0(), m1pk=m1.pk))\n""]",0
"['def FUNC_2(VAR_4: Dict[str, Any]) ->Union[datetime, date]:...\n'
 'VAR_5: Union[datetime, date]\n'
 ""VAR_5 = datetime.fromisoformat(VAR_0['aCamelDateTime'])\n""
 ""VAR_5 = date.fromisoformat(VAR_0['aCamelDateTime'])\n"" 'return VAR_5\n'
 'return VAR_5\n']",1
"['def FUNC_73(VAR_38, VAR_40):...\n' '""""""docstring""""""\n'
 'VAR_41 = CertificateWhitelist.objects.get(VAR_19=student, VAR_10=course_key)\n'
 'VAR_44 = GeneratedCertificate.objects.get(VAR_19=student, VAR_10=course_key)\n'
 'VAR_41.delete()\n' 'VAR_44.invalidate()\n'
 ""VAR_0.info(\n    u'Certificate invalidated for %s in course %s when removed from certificate exception list'\n    , VAR_40.username, VAR_38)\n""]",0
