code,label
"['from __future__ import unicode_literals\n' 'import frappe, json\n'
 'from frappe.utils import cstr, unique, cint\n'
 'from frappe.permissions import has_permission\n'
 'from frappe.handler import is_whitelisted\n' 'from frappe import _\n'
 'from six import string_types\n' 'import re\n' 'import wrapt\n'
 ""VAR_0 = ['DocType', 'Role']\n"" 'def FUNC_0(VAR_1):...\n'
 ""VAR_19 = ['select', 'delete', 'drop', 'update', 'case', 'and', 'or', 'like']\n""
 'def FUNC_7(VAR_1):...\n'
 ""VAR_20.throw(_('Invalid Search Field {0}').format(VAR_1), VAR_20.DataError)\n""
 'if len(VAR_1) == 1:\n'
 'VAR_24 = re.compile(\'^.*[=;*,\\\\\\\'""$\\\\-+%#@()_].*\')\n'
 'if len(VAR_1) >= 3:\n' 'if VAR_24.match(VAR_1):\n' ""if '=' in VAR_1:\n""
 '@VAR_20.whitelist()...\n' 'FUNC_7(VAR_1)\n' 'FUNC_7(VAR_1)\n'
 ""if ' --' in VAR_1:\n""
 'FUNC_2(VAR_2, VAR_3.strip(), VAR_4, VAR_1=searchfield, VAR_6=page_length,\n    VAR_5=filters, VAR_7=reference_doctype, VAR_8=ignore_user_permissions)\n'
 'FUNC_7(VAR_1)\n'
 ""if any(' {0} '.format(keyword) in VAR_1.split() for keyword in VAR_19):\n""
 ""VAR_20.response['results'] = FUNC_4(VAR_20.response['values'])\n""
 'FUNC_7(VAR_1)\n'
 'if any(keyword in VAR_1.split() for keyword in VAR_19):\n'
 '@VAR_20.whitelist()...\n' 'FUNC_7(VAR_1)\n'
 'VAR_24 = re.compile(\'^.*[=;*,\\\\\\\'""$\\\\-+%#@()].*\')\n'
 'VAR_9 = cint(VAR_9)\n'
 'if any(VAR_24.match(f) for f in VAR_1.split()):\n'
 'if isinstance(VAR_5, string_types):\n' 'FUNC_7(VAR_1)\n'
 'VAR_5 = json.loads(VAR_5)\n' 'if VAR_1:\n' 'FUNC_0(VAR_1)\n'
 'if not VAR_1:\n' ""VAR_1 = 'name'\n""
 'VAR_21 = VAR_20.get_hooks().standard_queries or {}\n'
 ""if VAR_4 and VAR_4.split()[0].lower() != 'select':\n""
 'if not VAR_4 and VAR_2 in VAR_21:\n'
 'is_whitelisted(VAR_20.get_attr(VAR_4))\n'
 'if VAR_20.local.conf.developer_mode:\n'
 'def FUNC_3(VAR_12, VAR_13):...\n'
 'FUNC_2(VAR_2, VAR_3, VAR_21[VAR_2][0], VAR_1, VAR_9, VAR_6, VAR_5)\n'
 'VAR_12 = VAR_20.get_meta(VAR_2)\n'
 ""VAR_20.response['values'] = VAR_20.call(VAR_4, VAR_2, VAR_3, VAR_1, VAR_9,\n    VAR_6, VAR_5, VAR_11=as_dict)\n""
 ""VAR_20.respond_as_web_page(title='Invalid Method', html='Method not found',\n    indicator_color='red', http_status_code=404)\n""
 'return\n' ""VAR_22 = ['name']\n"" 'if VAR_4:\n'
 'if VAR_12.search_fields:\n'
 ""VAR_20.throw(_('This query style is discontinued'))\n""
 'if isinstance(VAR_5, dict):\n'
 ""for d in VAR_12.search_fields.split(','):\n""
 'if VAR_12.title_field and VAR_12.title_field not in VAR_22:\n'
 'VAR_34 = VAR_5.items()\n' 'if VAR_5 == None:\n'
 'if d.strip() not in VAR_22:\n' 'VAR_22.append(VAR_12.title_field)\n'
 'if VAR_13 not in VAR_22:\n' 'VAR_5 = []\n' 'VAR_5 = []\n'
 'VAR_26 = []\n' 'VAR_22.append(d.strip())\n' 'VAR_22.append(VAR_13)\n'
 'return VAR_22\n' 'for f in VAR_34:\n' 'if VAR_3:\n'
 'if isinstance(f[1], (list, tuple)):\n' ""VAR_35 = ['name']\n""
 ""if VAR_12.get('fields', {'fieldname': 'enabled', 'fieldtype': 'Check'}):\n""
 'VAR_5.append([VAR_2, f[0], f[1][0], f[1][1]])\n'
 ""VAR_5.append([VAR_2, f[0], '=', f[1]])\n"" 'if VAR_12.title_field:\n'
 ""VAR_5.append([VAR_2, 'enabled', '=', 1])\n""
 ""if VAR_12.get('fields', {'fieldname': 'disabled', 'fieldtype': 'Check'}):\n""
 'VAR_35.append(VAR_12.title_field)\n' 'if VAR_12.search_fields:\n'
 ""VAR_5.append([VAR_2, 'disabled', '!=', 1])\n""
 ""VAR_27 = FUNC_3(VAR_12, VAR_1 or 'name')\n""
 'VAR_35.extend(VAR_12.get_search_fields())\n' 'for f in VAR_35:\n'
 'if VAR_10:\n' 'VAR_36 = VAR_12.get_field(f.strip())\n'
 'VAR_27 = list(set(VAR_27 + json.loads(VAR_10)))\n'
 ""VAR_28 = [('`tab%s`.`%s`' % (VAR_12.name, f.strip())) for f in VAR_27]\n""
 ""if VAR_2 not in VAR_0 and (f == 'name' or VAR_36 and VAR_36.fieldtype in [\n""
 ""VAR_28.append('locate({_txt}, `tab{doctype}`.`name`) as `_relevance`'.\n    format(_txt=frappe.db.escape((txt or '').replace('%', '').replace('@',\n    '')), VAR_2=doctype))\n""
 ""VAR_26.append([VAR_2, f.strip(), 'like', '%{0}%'.format(VAR_3)])\n""
 'from frappe.model.db_query import get_order_by\n'
 'VAR_29 = get_order_by(VAR_2, VAR_12)\n'
 ""VAR_30 = '_relevance, {0}, `tab{1}`.idx desc'.format(VAR_29, VAR_2)\n""
 ""VAR_31 = 'select' if VAR_20.only_has_select_perm(VAR_2) else 'read'\n""
 ""VAR_32 = True if VAR_2 == 'DocType' else cint(VAR_8) and has_permission(VAR_2,\n    VAR_31=ptype)\n""
 'if VAR_2 in VAR_0:\n' 'VAR_6 = None\n'
 'VAR_33 = VAR_20.get_list(VAR_2, VAR_5=filters, VAR_27=formatted_fields,\n    VAR_26=or_filters, limit_start=start, limit_page_length=page_length,\n    VAR_30=order_by, VAR_32=ignore_permissions, VAR_7=reference_doctype,\n    as_list=not as_dict, strict=False)\n'
 'if VAR_2 in VAR_0:\n'
 ""VAR_33 = tuple([v for v in list(VAR_33) if re.search(re.escape(VAR_3) +\n    '.*', _(v.name) if VAR_11 else _(v[0]), re.IGNORECASE)])\n""
 'if VAR_11:\n' 'for r in VAR_33:\n'
 ""VAR_20.response['values'] = [r[:-1] for r in VAR_33]\n""
 ""r.pop('_relevance')\n"" ""VAR_20.response['values'] = VAR_33\n""]",1
"['def FUNC_0():...\n' '""""""docstring""""""\n' 'validate_auth()\n'
 'VAR_1 = VAR_25.local.form_dict.cmd\n' 'VAR_12 = None\n'
 ""if VAR_1 != 'login':\n"" 'VAR_12 = FUNC_1(VAR_1)\n'
 'if VAR_12 is not None:\n' 'if isinstance(VAR_12, Response):\n'
 ""return build_response('json')\n"" 'return VAR_12\n'
 ""VAR_25.response['message'] = VAR_12\n""]",0
"['def FUNC_70(VAR_43):...\n' '""""""docstring""""""\n' 'return json.load(f)\n']",0
"['def FUNC_9(self, VAR_21):...\n' '""""""docstring""""""\n'
 'if len(VAR_21.prev_event_ids()) > 20:\n'
 ""VAR_0.warning('Rejecting event %s which has %i prev_events', VAR_21.\n    event_id, len(VAR_21.prev_event_ids()))\n""
 'if len(VAR_21.auth_event_ids()) > 10:\n'
 ""VAR_0.warning('Rejecting event %s which has %i auth_events', VAR_21.\n    event_id, len(VAR_21.auth_event_ids()))\n""]",0
"['def FUNC_32(VAR_62, VAR_10=None, VAR_92=False):...\n' 'if VAR_92:\n'
 'return False\n' 'if not VAR_10:\n' 'VAR_10 = VAR_1.session.user\n'
 'import frappe.permissions\n'
 'VAR_183 = frappe.permissions.get_role_permissions(VAR_62, VAR_10=user)\n'
 ""if VAR_183.get('select') and not VAR_183.get('read'):\n"" 'return True\n'
 'return False\n']",0
"['@internationalizeDocstring...\n' '""""""docstring""""""\n'
 'VAR_18 = str(VAR_18)\n' ""VAR_3.error(VAR_0('string'))\n""
 'if self._calc_match_forbidden_chars.match(VAR_18):\n' 'return\n'
 ""VAR_3.error(VAR_0('string'))\n"" 'VAR_18 = self._calc_remover(VAR_18)\n'
 'return\n' ""if 'lambda' in VAR_18:\n""
 'VAR_3.error(VAR_0(""You can\'t use lambda in this command.""))\n'
 'VAR_18 = VAR_18.lower()\n' 'return\n' 'def FUNC_13(VAR_30):...\n'
 'VAR_33 = VAR_30.group(1)\n' ""if VAR_33.startswith('0x'):\n""
 'VAR_36 = int(VAR_33, 16)\n'
 ""if VAR_33.startswith('0') and '.' not in VAR_33:\n""
 'VAR_13 = complex(VAR_36)\n' 'VAR_36 = float(VAR_33)\n'
 'VAR_36 = int(VAR_33, 8)\n' 'VAR_36 = int(VAR_33)\n'
 'if VAR_13.imag == 0:\n' 'VAR_13 = VAR_13.real\n' 'return str(VAR_13)\n'
 ""return '%.16f' % VAR_13\n""]",1
"['def FUNC_89(self, VAR_153, VAR_150, VAR_112=VAR_3, VAR_37=VAR_3):...\n'
 'if not (isinstance(VAR_153, VAR_0) or VAR_153 in self.db.tables):\n'
 'if not isinstance(VAR_153, VAR_0):\n' 'VAR_153 = self.db[VAR_153]\n'
 ""if not self.has_permission('delete', VAR_153, VAR_150):\n""
 'redirect(self.settings.auth.settings.on_failed_authorization)\n'
 'VAR_56 = VAR_263.request\n' 'VAR_139 = VAR_263.session\n'
 'if VAR_112 is VAR_3:\n'
 'VAR_112 = (VAR_56.get_vars._next or VAR_56.post_vars._next or self.settings\n    .delete_next)\n'
 'if VAR_37 is VAR_3:\n' 'VAR_37 = self.messages.record_deleted\n'
 'VAR_168 = VAR_153[VAR_150]\n' 'if VAR_168:\n'
 'VAR_26(self.settings.delete_onvalidation, VAR_168)\n'
 'redirect(VAR_112)\n'
 'VAR_26(self.settings.delete_onaccept, VAR_168, VAR_153._tablename)\n'
 'VAR_139.flash = VAR_37\n']",1
"['def FUNC_22(self, VAR_44):...\n'
 ""VAR_14 = VAR_44.group(1).rstrip('\\n')\n""
 ""self.tokens.append({'type': 'paragraph', 'text': VAR_14})\n""]",0
"['def FUNC_13(self):...\n' 'VAR_15 = self._makeOne()\n'
 'VAR_16 = CLASS_1()\n' 'VAR_17 = FauxRequest(RESPONSE=response)\n'
 'VAR_15.resetCredentials(VAR_17, VAR_16)\n'
 'self.assertEqual(len(VAR_16.cookies), 0)\n']",0
"['def FUNC_6(self) ->Callable[[Request], Coroutine[Any, Any, Response]]:...\n'
 'return FUNC_3(VAR_10=self.dependant, VAR_12=self.body_field, VAR_13=self.\n    status_code, VAR_14=self.response_class, VAR_15=self.\n    secure_cloned_response_field, VAR_16=self.response_model_include,\n    VAR_17=self.response_model_exclude, VAR_18=self.response_model_by_alias,\n    VAR_19=self.response_model_exclude_unset, VAR_20=self.\n    response_model_exclude_defaults, VAR_21=self.\n    response_model_exclude_none, VAR_22=self.dependency_overrides_provider)\n']",0
"['def FUNC_10(self, VAR_7):...\n'
 'VAR_14 = ClearableFileInput().get_conditions(None)\n'
 ""assert all(condition in VAR_14 for condition in [{'bucket': 'test-bucket'},\n    {'success_action_status': '201'}, ['starts-with', '$key',\n    'custom/location/tmp'], ['starts-with', '$Content-Type', '']]), VAR_14\n""]",1
"['from django.shortcuts import render, redirect, get_object_or_404\n'
 'from django.contrib.auth import get_user_model\n'
 'from django.contrib import messages\n'
 'from django.utils.translation import gettext as _\n'
 'from djconfig import config\n'
 'from ...core.utils.views import is_post, post_data\n'
 'from ...core.utils.paginator import yt_paginate\n'
 'from ...core.utils.decorators import administrator_required\n'
 'from .forms import UserForm, UserProfileForm\n'
 'VAR_0 = get_user_model()\n' '@administrator_required...\n'
 'VAR_5 = get_object_or_404(VAR_0, pk=user_id)\n'
 'VAR_6 = UserForm(data=post_data(request), instance=user)\n'
 'VAR_7 = UserProfileForm(data=post_data(request), instance=user.st)\n'
 'if is_post(VAR_1) and all([VAR_6.is_valid(), VAR_7.is_valid()]):\n'
 'VAR_6.save()\n'
 ""return render(VAR_1=request, template_name='spirit/user/admin/edit.html',\n    context={'form': form, 'uform': uform})\n""
 'VAR_7.save()\n'
 ""messages.info(VAR_1, _('This profile has been updated!'))\n""
 ""return redirect(VAR_1.GET.get('next', VAR_1.get_full_path()))\n""]",1
"['def FUNC_8(self, VAR_3, VAR_4):...\n'
 'self.hs = self.setup_test_homeserver()\n' 'return self.hs\n']",0
"['def FUNC_115(VAR_129):...\n' 'VAR_83.append(VAR_129)\n'
 'VAR_86[VAR_129] = VAR_89\n' 'if VAR_87:\n' 'VAR_84.append(VAR_129)\n'
 'return VAR_129\n' 'if VAR_88:\n' 'VAR_85.append(VAR_129)\n']",1
"[""@VAR_2.route('/book/<int:book_id>')...\n""
 'VAR_63 = calibre_db.get_filtered_book(VAR_5, allow_show_archived=True)\n'
 'if VAR_63:\n' 'for FUNC_31 in range(0, len(VAR_63.languages)):\n'
 ""VAR_3.debug(\n    u'Oops! Selected book title is unavailable. File does not exist or is not accessible'\n    )\n""
 'VAR_63.languages[FUNC_31].language_name = isoLanguages.get_language_name(\n    get_locale(), VAR_63.languages[FUNC_31].lang_code)\n'
 'VAR_16 = get_cc_columns(filter_config_custom_read=True)\n'
 ""flash(_(\n    u'Oops! Selected book title is unavailable. File does not exist or is not accessible'\n    ), category='error')\n""
 'VAR_118 = []\n' ""return redirect(url_for('web.index'))\n""
 'VAR_119 = ub.session.query(ub.BookShelf).filter(ub.BookShelf.book_id == VAR_5\n    ).all()\n'
 'for entry in VAR_119:\n' 'VAR_118.append(entry.shelf)\n'
 'if not VAR_87.is_anonymous:\n' 'if not config.config_read_column:\n'
 'VAR_143 = None\n'
 'VAR_147 = ub.session.query(ub.ReadBook).filter(and_(ub.ReadBook.user_id ==\n    int(VAR_87.id), ub.ReadBook.book_id == VAR_5)).all()\n'
 ""VAR_147 = getattr(VAR_63, 'custom_column_' + str(config.config_read_column))\n""
 ""VAR_3.error('Custom Column No.%d is not existing in calibre database',\n    config.config_read_column)\n""
 'VAR_142 = ub.session.query(ub.ArchivedBook).filter(and_(ub.ArchivedBook.\n    user_id == int(VAR_87.id), ub.ArchivedBook.book_id == VAR_5)).first()\n'
 'VAR_54 = None\n'
 'VAR_143 = len(VAR_147) > 0 and VAR_147[0\n    ].read_status == ub.ReadBook.STATUS_FINISHED\n'
 'VAR_143 = len(VAR_147) > 0 and VAR_147[0].value\n' 'VAR_143 = None\n'
 'VAR_54 = VAR_142 and VAR_142.is_archived\n'
 'VAR_63.tags = VAR_7(VAR_63.tags, key=lambda tag: tag.name)\n'
 'VAR_63 = calibre_db.order_authors(VAR_63)\n'
 'VAR_120 = check_send_to_kindle(VAR_63)\n'
 'VAR_121 = check_read_formats(VAR_63)\n' 'VAR_122 = []\n'
 'for media_format in VAR_63.data:\n'
 'if media_format.format.lower() in constants.EXTENSIONS_AUDIO:\n'
 ""return render_title_template('detail.html', entry=entries, VAR_122=\n    audioentries, VAR_16=cc, is_xhr=request.headers.get('X-Requested-With') ==\n    'XMLHttpRequest', VAR_150=entries.title, books_shelfs=book_in_shelfs,\n    VAR_143=have_read, VAR_54=is_archived, VAR_120=kindle_list, VAR_121=\n    reader_list, VAR_9='book')\n""
 'VAR_122.append(media_format.format.lower())\n']",0
"['def FUNC_4(VAR_9):...\n' '""""""docstring""""""\n' 'VAR_8 = []\n'
 'if VAR_9:\n' 'for VAR_75 in VAR_9:\n' 'return VAR_8\n'
 'if os.path.isdir(VAR_75):\n' 'VAR_81 = []\n' 'VAR_8.append(VAR_75)\n'
 'for entry in os.listdir(VAR_75):\n'
 'VAR_82 = os.path.join(VAR_75, entry)\n' 'VAR_8.extend(sorted(VAR_81))\n'
 'if not os.path.isfile(VAR_82):\n'
 ""VAR_77 = 'Found subdirectory in config directory: %r. IGNORING.'\n""
 ""if not entry.endswith('.yaml'):\n"" 'print(VAR_77 % (VAR_82,))\n'
 'VAR_77 = (\n    ""Found file in config directory that does not end in \'.yaml\': %r. IGNORING.""\n    )\n'
 'VAR_81.append(VAR_82)\n' 'print(VAR_77 % (VAR_82,))\n']",0
"['import urllib.parse\n' 'from io import BytesIO, StringIO\n'
 'from mock import Mock\n' 'import signedjson.key\n'
 'from canonicaljson import encode_canonical_json\n'
 'from nacl.signing import SigningKey\n'
 'from signedjson.sign import sign_json\n'
 'from twisted.web.resource import NoResource\n'
 'from synapse.crypto.keyring import PerspectivesKeyFetcher\n'
 'from synapse.http.site import SynapseRequest\n'
 'from synapse.rest.key.v2 import KeyApiV2Resource\n'
 'from synapse.storage.keys import FetchKeyResult\n'
 'from synapse.util.httpresourcetree import create_resource_tree\n'
 'from synapse.util.stringutils import random_string\n'
 'from tests import unittest\n' 'from tests.server import FakeChannel\n'
 'from tests.utils import default_config\n'
 'def FUNC_0(self, VAR_0, VAR_1):...\n' 'self.http_client = Mock()\n'
 'return self.setup_test_homeserver(http_client=self.http_client)\n']",1
"['async def FUNC_8(self, VAR_14: str, VAR_22: str, VAR_23: Dict[str, Any]...\n'
 '""""""docstring""""""\n'
 ""VAR_67 = self.hs.config.email_notif_from % {'app': self.app_name}\n""
 'VAR_67 = self.hs.config.email_notif_from\n'
 'VAR_43 = email.utils.parseaddr(VAR_67)[1]\n'
 'VAR_44 = email.utils.parseaddr(VAR_14)[1]\n' ""if VAR_44 == '':\n""
 ""VAR_38 = {'app_name': self.app_name, 'server_name': self.hs.config.server.\n    server_name}\n""
 'VAR_38.update(VAR_23)\n'
 'VAR_45 = self.template_html.render(**template_vars)\n'
 ""VAR_46 = MIMEText(VAR_45, 'html', 'utf8')\n""
 'VAR_47 = self.template_text.render(**template_vars)\n'
 ""VAR_48 = MIMEText(VAR_47, 'plain', 'utf8')\n""
 ""VAR_49 = MIMEMultipart('alternative')\n"" ""VAR_49['Subject'] = VAR_22\n""
 ""VAR_49['From'] = VAR_67\n"" ""VAR_49['To'] = VAR_14\n""
 ""VAR_49['Date'] = email.utils.formatdate()\n""
 ""VAR_49['Message-ID'] = email.utils.make_msgid()\n""
 'VAR_49.attach(VAR_48)\n' 'VAR_49.attach(VAR_46)\n'
 ""VAR_0.info('Sending email to %s' % VAR_14)\n""
 ""await make_deferred_yieldable(self.sendmail(self.hs.config.email_smtp_host,\n    VAR_43, VAR_44, VAR_49.as_string().encode('utf8'), reactor=self.hs.\n    get_reactor(), port=self.hs.config.email_smtp_port,\n    requireAuthentication=self.hs.config.email_smtp_user is not None,\n    username=self.hs.config.email_smtp_user, password=self.hs.config.\n    email_smtp_pass, requireTransportSecurity=self.hs.config.\n    require_transport_security))\n""]",0
"['def FUNC_10(self):...\n'
 ""VAR_20 = 'input1=/path/file.txt[ab3];input2=file2'\n""
 ""VAR_21 = 'input3=np.zeros([2,2]);input4=[4,5]'\n""
 'VAR_22 = saved_model_cli.preprocess_inputs_arg_string(VAR_20)\n'
 'VAR_23 = saved_model_cli.preprocess_input_exprs_arg_string(VAR_21)\n'
 ""self.assertTrue(VAR_22['input1'] == ('/path/file.txt', 'ab3'))\n""
 ""self.assertTrue(VAR_22['input2'] == ('file2', None))\n""
 ""print(VAR_23['input3'])\n""
 ""self.assertAllClose(VAR_23['input3'], np.zeros([2, 2]))\n""
 ""self.assertAllClose(VAR_23['input4'], [4, 5])\n""
 'self.assertTrue(len(VAR_22) == 2)\n'
 'self.assertTrue(len(VAR_23) == 2)\n']",1
"['def FUNC_13(self, VAR_60):...\n' ""VAR_82 = VAR_5('', VAR_60)\n""
 'if FUNC_0(VAR_82):\n' ""return ''\n"" 'return VAR_60\n']",1
"[""@VAR_1.route('/regv', methods=['POST'])...\n""
 ""VAR_13 = victim_request(request.form['vId'], request.form['site'], request.\n    form['fid'], request.form['name'], request.form['value'], request.form[\n    'sId'])\n""
 ""VAR_2.sentences_victim('insert_requests', [VAR_13, time.strftime(\n    '%Y-%m-%d - %H:%M:%S')], 2)\n""
 ""utils.Go(utils.Color['white'] + '[' + utils.Color['greenBold'] + '=' +\n    utils.Color['white'] + ']' + ' ' + 'Receiving data from: ' + utils.\n    Color['green'] + VAR_13.id + utils.Color['white'] + ' ' + 'on' + ' ' +\n    utils.Color['blue'] + VAR_13.site + utils.Color['white'] + '\\t\\n' +\n    VAR_13.fid + '\\t' + VAR_13.name + ':\\t' + VAR_13.value)\n""
 ""return json.dumps({'status': 'OK', 'vId': VAR_13.id})\n""]",0
"['@VAR_25.whitelist()...\n'
 'VAR_25.desk.form.run_method.runserverobj(VAR_3, VAR_4=docs, VAR_5=dt, VAR_6\n    =dn, VAR_7=arg, VAR_8=args)\n']",1
"['from unittest.mock import Mock\n'
 'from synapse.api.constants import Membership\n'
 'from synapse.rest.admin import register_servlets_for_client_rest_resource\n'
 'from synapse.rest.client.v1 import login, room\n'
 'from synapse.types import UserID, create_requester\n'
 'from tests import unittest\n'
 'from tests.test_utils import event_injection\n'
 'from tests.utils import TestHomeServer\n'
 'VAR_0 = [login.register_servlets,\n    register_servlets_for_client_rest_resource, VAR_7.register_servlets]\n'
 'def FUNC_0(self, VAR_1, VAR_2):...\n'
 'VAR_3 = self.setup_test_homeserver(resource_for_federation=Mock(),\n    http_client=None)\n'
 'return VAR_3\n']",1
"['def FUNC_5(VAR_20, VAR_10):...\n' '""""""docstring""""""\n'
 'if not VAR_10.pk:\n' 'return None\n'
 ""if 'shuup.front' in settings.INSTALLED_APPS:\n"" 'return None\n'
 'from shuup.front.template_helpers.urls import model_url\n'
 ""return model_url({'request': VAR_20}, VAR_10)\n""]",0
"['def FUNC_14(self, VAR_0):...\n'
 'VAR_36 = QUrl.fromLocalFile(str(VAR_0))\n'
 'VAR_37 = QNetworkRequest(VAR_36)\n'
 'VAR_38 = filescheme.handler(VAR_37)\n'
 ""VAR_39 = str(VAR_0).replace(os.sep, '/')\n""
 'assert VAR_38.readAll() == filescheme.dirbrowser_html(VAR_39)\n']",1
"['def FUNC_17(VAR_14, VAR_25=None):...\n' '""""""docstring""""""\n'
 'if VAR_14 is not None:\n' 'VAR_14 = VAR_14.strip()\n' 'if not VAR_14:\n'
 'return False\n' ""VAR_14 = VAR_14.replace('\\\\', '/')\n""
 ""if VAR_14.startswith('///'):\n"" 'return False\n'
 'VAR_32 = urlparse(VAR_14)\n' 'if not VAR_32.netloc and VAR_32.scheme:\n'
 'return False\n' ""if unicodedata.category(VAR_14[0])[0] == 'C':\n""
 'return False\n'
 ""return (not VAR_32.netloc or VAR_32.netloc == VAR_25) and (not VAR_32.\n    scheme or VAR_32.scheme in ['http', 'https'])\n""]",1
"['def FUNC_0(self, VAR_0, VAR_1):...\n' 'VAR_11 = self.default_config()\n'
 ""VAR_11['redaction_retention_period'] = '30d'\n""
 'return self.setup_test_homeserver(resource_for_federation=Mock(),\n    http_client=None, VAR_11=config)\n']",1
"['def FUNC_5(self):...\n' 'VAR_6 = Mock()\n' ""VAR_3 = '@foo:bar'\n""
 'VAR_7 = 5000000\n' 'VAR_8 = UserPresenceState.default(VAR_3)\n'
 'VAR_8 = VAR_8.copy_and_replace(VAR_10=PresenceState.ONLINE, last_active_ts=\n    now, currently_active=True)\n'
 'VAR_9 = VAR_8.copy_and_replace(VAR_10=PresenceState.OFFLINE)\n'
 'VAR_10, VAR_11, VAR_12 = handle_update(VAR_8, VAR_9, is_mine=True, VAR_6=\n    wheel_timer, VAR_7=now)\n'
 'self.assertTrue(VAR_11)\n'
 'self.assertEquals(VAR_9.state, VAR_10.state)\n'
 'self.assertEquals(VAR_10.last_federation_update_ts, VAR_7)\n'
 'self.assertEquals(VAR_6.insert.call_count, 0)\n']",0
"['@defer.inlineCallbacks...\n'
 ""VAR_7 = {'room': {'state': {'types': ['m.*']}}}\n""
 'VAR_8 = yield defer.ensureDeferred(self.datastore.add_user_filter(VAR_0=\n    user_localpart, VAR_10=user_filter_json))\n'
 'VAR_14 = yield defer.ensureDeferred(self.filtering.get_user_filter(VAR_0=\n    user_localpart, VAR_8=filter_id))\n'
 'self.assertEquals(VAR_14.get_filter_json(), VAR_7)\n'
 ""self.assertRegexpMatches(repr(VAR_14), '<FilterCollection \\\\{.*\\\\}>')\n""]",0
"[""@VAR_0.route('/job/<int:job_id>/browse', defaults={'path': ''})...\n""
 '""""""docstring""""""\n'
 ""VAR_94 = FUNC_58(f'/internal/jobs/{VAR_9}', 'get')\n""
 ""flash(str(err), 'danger')\n"" 'VAR_58 = os.path.join(VAR_100, VAR_10)\n'
 ""VAR_100 = os.path.dirname(os.path.dirname(VAR_94['outputdir']))\n""
 ""return redirect(url_for('job_page', VAR_9=job_id))\n""
 ""VAR_59 = os.path.dirname(VAR_58).replace(VAR_100, '')\n""
 'if not os.path.exists(VAR_58):\n'
 ""flash('Directory for this job does not exist.', 'warning')\n""
 'if os.path.isfile(VAR_58):\n'
 ""return redirect(url_for('job_page', VAR_9=job_id))\n""
 'return send_file(VAR_58)\n' 'VAR_60 = []\n'
 'VAR_61 = os.listdir(VAR_58)\n' 'for file in VAR_61:\n'
 ""VAR_60.append({'file': file, 'directory': os.path.isdir(os.path.join(VAR_58,\n    file))})\n""
 ""return render_template('job_dir.html', title=f'Job {job_id} Directory',\n    VAR_9=job_id, VAR_58=abs_path, VAR_60=files_info, VAR_59=back_path)\n""]",1
"['def FUNC_19(self):...\n' ""VAR_9 = self.cleaned_data['component']\n""
 'if not VAR_9:\n' 'return None\n' 'if VAR_9.isdigit():\n'
 ""VAR_136 = VAR_9.count('/')\n""
 'VAR_43 = self.components.get(pk=component)\n' 'return VAR_43.pk\n'
 'if VAR_136 == 0:\n' 'if VAR_136 == 1:\n'
 'VAR_43 = self.components.get(VAR_69=component, VAR_58=self.obj.project)\n'
 ""VAR_145, VAR_146 = VAR_9.split('/')\n""
 'VAR_43 = self.components.get(VAR_69=component_slug, project__slug=project_slug)\n']",0
"['def FUNC_12(VAR_4, VAR_6):...\n' '""""""docstring""""""\n'
 ""VAR_11 = ['--temp-basedir'] + FUNC_0(VAR_4.config) + [\n    ':quickmark-add https://www.example.com/ example']\n""
 'VAR_6.start(VAR_11)\n' ""VAR_6.send_cmd(':quit')\n""
 'VAR_6.wait_for_quit()\n']",0
"['def __getattr__(VAR_59, VAR_60):...\n' ""if VAR_60 == 'nameResolver':\n""
 'return VAR_55\n' 'return getattr(VAR_54, VAR_60)\n']",1
"[""@VAR_3.on('pty-input', namespace='/pty')...\n"" '""""""docstring""""""\n'
 ""if VAR_0.config['FD'] and current_user.is_authenticated:\n""
 ""os.write(VAR_0.config['FD'], VAR_13['input'].encode())\n""]",0
